store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
1026,2,1044,1,0,0,0,7920.717
990,5,719,1,0,0,0,6208.594
8,6,345,1,0,0,0,3149.606
611,3,566,1,1,0,1,6228.953
257,2,777,1,1,0,0,8003.05
840,4,1189,1,1,0,0,11199.353
848,5,998,1,1,0,1,9008.272
124,6,297,1,0,0,0,2637.1245
1028,2,438,1,0,0,1,4180.33
95,2,1099,1,1,0,0,10202.619
208,1,323,1,0,0,0,3181.041
249,2,449,1,0,0,0,4287.2925
887,3,614,1,1,0,0,6306.249
73,1,601,1,1,0,1,7174.553
13,4,501,1,1,0,1,5400.333
1049,2,580,1,0,0,1,5168.2866
144,4,769,1,1,0,0,7681.7935
847,3,1018,1,1,0,1,9237.268
796,3,717,1,0,0,0,6364.809
396,4,1139,1,0,0,0,8557.907
1080,7,0,0,0,0,0,0.0
675,5,338,1,0,0,0,3247.1177
1099,1,1236,1,1,0,0,11337.99
791,1,858,1,0,0,0,7079.209
1014,2,1476,1,0,0,0,11101.2
487,2,737,1,1,0,0,7541.953
427,3,701,1,0,0,1,6024.469
254,5,282,1,1,0,0,3255.3928
43,5,710,1,0,0,0,6488.9565
1074,2,421,1,0,0,0,4053.4185
549,6,380,1,0,0,0,3570.0269
1095,2,720,1,1,0,0,7304.68
295,1,612,1,0,0,1,5606.4634
319,1,863,1,0,0,1,7305.1855
1002,4,642,1,0,0,0,5195.784
448,6,544,1,0,0,0,5275.963
527,2,1046,1,0,0,1,9157.098
255,5,652,1,1,0,0,6676.873
581,5,651,1,1,0,0,6445.446
185,6,550,1,0,0,0,5455.638
244,6,538,1,0,0,0,5199.106
1082,6,877,1,0,0,0,7803.681
216,5,837,1,1,0,0,7875.853
350,4,508,1,1,0,0,5766.767
748,1,822,1,1,0,0,9587.857
718,1,962,1,0,0,0,7651.4946
739,5,789,1,1,0,0,7894.294
614,7,0,0,0,0,0,0.0
673,2,615,1,1,0,0,6682.3403
83,1,367,1,0,0,0,3610.0435
976,3,598,1,0,0,0,5287.237
637,6,518,1,0,0,0,5160.1626
122,2,714,1,1,0,0,7586.4297
898,1,1013,1,1,0,0,9864.406
1080,4,710,1,0,0,0,5949.804
291,1,1290,1,1,0,0,12335.517
24,4,711,1,0,0,1,6498.711
1096,7,0,0,0,0,0,0.0
637,5,860,1,0,0,0,7405.4443
1002,2,850,1,1,0,0,8036.3657
666,1,497,1,0,0,0,4607.6006
1089,7,0,0,0,0,0,0.0
334,6,515,1,0,0,0,4933.691
300,6,951,1,0,0,1,7943.074
207,1,1166,1,0,0,0,8817.075
683,3,854,1,0,0,0,6508.4805
1094,2,394,1,1,0,0,4972.6147
700,4,576,1,0,0,0,5315.506
959,2,744,1,0,0,0,5934.272
766,7,0,0,0,0,0,0.0
1011,6,977,1,0,0,0,8120.2285
570,5,676,1,0,0,0,6546.101
685,2,689,1,1,0,0,7438.8687
158,3,681,1,1,0,1,7414.3647
66,5,522,1,0,0,1,5134.4414
76,2,1080,1,1,0,0,9936.702
572,3,458,1,0,0,0,4591.179
184,6,510,1,0,0,0,5040.0176
1034,5,775,1,1,0,0,7531.34
559,7,0,0,0,0,0,0.0
862,2,1561,1,0,0,1,11765.8125
171,2,962,1,1,0,0,9135.997
33,7,0,0,0,0,0,0.0
936,4,963,1,1,0,0,8385.923
948,2,1682,1,1,0,0,10444.083
371,6,551,1,0,0,0,5740.6553
242,1,378,1,1,0,0,4631.435
133,5,622,1,0,0,0,5771.1323
1031,1,681,1,1,0,0,7466.5415
850,4,710,1,1,0,0,6926.924
860,5,833,1,1,0,0,7804.5073
836,6,301,1,0,0,0,2680.674
965,6,908,1,0,0,0,7620.91
1096,1,763,1,1,0,0,8354.8
504,3,836,1,1,0,1,8059.6245
230,1,1327,1,0,0,1,11700.371
826,1,1170,1,1,0,0,11979.643
975,2,767,1,1,0,1,7908.2993
602,2,547,1,0,0,1,5081.417
953,5,553,1,1,0,0,5884.6055
187,6,491,1,0,0,0,4927.442
792,5,599,1,0,0,0,5504.221
1035,4,744,1,1,0,0,7338.3
523,3,1515,1,1,0,1,13102.617
723,4,461,1,0,0,1,4564.5503
1025,7,0,0,0,0,0,0.0
18,7,0,0,0,0,0,0.0
997,3,378,1,1,0,1,4426.0107
400,6,805,1,0,0,0,7268.086
1047,2,491,1,0,0,0,4828.1465
819,1,472,1,0,0,0,4459.1553
668,1,1562,1,1,0,0,14062.441
585,4,666,1,0,0,0,5751.445
99,1,404,1,0,0,0,3989.4607
965,6,847,1,0,0,0,7011.607
590,4,376,1,1,0,0,4366.81
709,2,1682,1,1,0,0,14067.051
58,7,0,0,0,0,0,0.0
409,7,0,0,0,0,0,0.0
850,6,826,1,0,0,0,7259.88
1058,3,737,1,1,0,0,7264.372
1067,7,0,0,0,0,0,0.0
777,1,0,0,0,b,1,0.0
155,3,632,1,1,0,0,6911.55
598,1,871,1,1,0,0,9504.324
493,2,902,1,1,0,0,8827.009
628,7,0,0,0,0,1,0.0
524,1,1193,1,0,0,1,10801.269
966,4,585,1,0,0,1,4724.8784
1022,5,791,1,0,0,1,6679.942
380,3,1720,1,1,0,0,14169.329
132,3,579,1,1,0,0,6229.829
400,5,999,1,0,0,0,8163.9683
988,4,790,1,1,0,0,7495.595
906,2,1476,1,1,0,0,13418.202
1028,2,689,1,1,0,0,7116.8306
1100,6,484,1,0,0,0,4080.5188
759,1,607,1,0,0,0,5079.354
223,1,716,1,0,0,0,5887.7285
936,7,0,0,0,0,0,0.0
780,6,341,1,0,0,0,3051.4739
259,5,2677,1,1,0,0,14996.478
131,6,582,1,0,0,0,5676.038
251,3,2241,1,1,0,0,17369.674
1079,6,517,1,0,0,0,4967.445
1003,3,1029,1,1,0,0,8886.683
980,4,450,1,0,0,0,4371.181
654,2,766,1,1,0,0,7948.199
966,4,517,1,0,0,1,4280.9907
1020,1,929,1,0,0,0,7100.4775
969,3,610,1,1,0,0,5852.704
1038,2,490,1,0,0,1,4643.255
516,3,453,1,0,0,1,4379.712
733,1,3171,1,0,0,0,15977.868
595,6,1881,1,0,0,0,12871.407
260,3,962,1,1,0,1,8769.851
768,6,1251,1,0,0,0,9832.227
940,1,627,1,0,0,0,5550.543
364,4,563,1,0,0,0,5009.7275
506,3,763,1,0,0,1,6336.735
671,3,507,1,1,0,1,5561.4746
300,6,862,1,0,0,0,7374.6914
84,2,1563,1,1,0,0,13914.783
219,4,455,1,1,0,0,4960.392
934,5,764,1,1,0,0,7262.9707
125,3,1906,1,1,0,1,15055.685
176,3,757,1,1,0,0,7598.457
223,2,675,1,0,0,0,5655.617
326,1,429,1,1,0,0,5353.498
339,2,745,1,1,0,0,7709.8296
872,3,659,1,0,0,1,5697.1636
579,7,0,0,0,0,0,0.0
974,5,1599,1,0,0,0,10952.738
979,7,0,0,0,0,0,0.0
880,3,806,1,1,0,0,7788.9585
910,7,0,0,0,0,0,0.0
1084,6,614,1,0,0,0,5813.4336
92,5,453,1,0,0,0,4446.3936
14,6,402,1,0,0,0,3696.129
587,1,960,1,0,0,1,8237.092
230,4,856,1,1,0,0,8512.757
689,6,589,1,0,0,0,5951.297
599,1,1096,1,1,0,0,11111.303
596,7,0,0,0,0,0,0.0
576,1,749,1,0,0,0,6023.156
141,4,493,1,0,0,0,4646.9077
751,1,0,0,0,b,1,0.0
877,5,925,1,0,0,0,7783.4614
375,2,948,1,1,0,0,9270.711
230,1,988,1,0,0,0,7826.74
545,3,1087,1,1,0,0,10425.509
1022,1,1093,1,1,0,0,10863.451
597,3,756,1,1,0,1,7552.7373
559,7,0,0,0,0,0,0.0
1024,6,825,1,0,0,0,7231.2285
36,2,1205,1,1,0,0,10861.444
702,2,351,1,1,0,1,4280.0034
623,7,0,0,0,0,0,0.0
105,4,483,1,0,0,0,4501.6587
902,2,648,1,1,0,0,6894.3584
11,6,786,1,0,0,0,6713.4253
1039,5,629,1,0,0,0,5765.94
102,1,1174,1,1,0,0,11464.435
543,5,175,1,0,0,1,1745.2861
827,4,1910,1,0,0,1,13615.329
110,3,647,1,1,0,0,6733.855
945,1,698,1,1,0,1,7137.994
582,3,749,1,0,0,0,6020.2993
554,4,428,1,0,0,0,4111.857
486,2,384,1,0,0,1,3737.2534
637,6,520,1,0,0,0,5160.1626
806,5,578,1,0,0,0,5884.7188
887,6,462,1,0,0,0,4458.292
374,6,668,1,0,0,0,6689.2603
1025,5,804,1,0,0,1,6781.4707
638,2,431,1,0,0,1,4240.31
123,6,490,1,0,0,0,4813.535
905,4,1108,1,1,0,0,10042.546
536,5,989,1,0,0,1,8623.729
763,7,0,0,0,0,0,0.0
191,6,694,1,0,0,0,6567.464
957,4,948,1,1,0,0,8355.758
268,4,618,1,1,0,0,6026.08
654,6,266,1,0,0,0,2384.119
612,6,388,1,0,0,0,3787.7463
747,3,567,1,0,0,1,5457.6064
656,6,380,1,0,0,0,3476.977
368,5,592,1,0,0,1,5916.0195
959,3,552,1,0,0,0,4684.218
329,2,708,1,1,0,0,7332.0405
97,3,535,1,0,0,1,4893.1064
314,2,661,1,1,0,1,7154.3213
463,7,0,0,0,0,0,0.0
258,1,0,0,0,a,0,0.0
283,3,621,1,0,0,0,5451.947
556,1,754,1,0,0,0,6033.323
388,5,1211,1,1,0,0,10929.733
67,3,837,1,1,0,1,8386.123
725,5,677,1,1,0,0,6981.1426
219,4,416,1,1,0,0,4674.8726
1077,2,479,1,0,0,0,4465.699
322,4,589,1,0,0,0,5290.3604
814,3,581,1,1,0,1,6183.6265
134,7,0,0,0,0,0,0.0
54,4,657,1,0,0,0,6028.2793
662,5,854,1,1,0,0,8147.3853
126,7,0,0,0,0,0,0.0
1001,6,471,1,0,0,0,4472.6055
657,4,598,1,0,0,0,5285.6577
590,4,319,1,0,0,0,3253.542
193,3,0,0,0,c,1,0.0
168,6,465,1,0,0,0,4564.3687
16,1,839,1,0,0,0,6323.4062
244,1,738,1,1,0,0,8079.806
545,7,0,0,0,0,0,0.0
1032,6,492,1,0,0,0,4878.482
290,5,987,1,1,0,0,8793.0625
548,4,335,1,1,0,0,4147.8096
733,1,3508,1,1,0,1,18379.38
654,4,716,1,1,0,0,7140.0566
272,6,377,1,0,0,0,3612.314
1017,3,1176,1,1,0,0,10297.961
708,2,462,1,1,0,0,5550.3086
819,4,454,1,1,0,0,4995.468
99,3,372,1,0,0,0,3664.263
982,2,710,1,0,0,0,6156.1953
683,5,0,0,1,b,1,0.0
194,3,373,1,0,0,0,3747.0798
853,2,1201,1,1,0,0,10751.192
53,1,650,1,1,0,1,7784.198
281,4,508,1,1,0,0,5541.158
101,2,879,1,1,0,0,8752.873
440,5,769,1,1,0,1,7407.653
994,2,435,1,1,0,0,5172.0176
168,2,930,1,1,0,1,9030.735
48,7,0,0,0,0,0,0.0
652,6,501,1,0,0,0,4800.6885
934,6,474,1,0,0,0,4627.6562
223,6,589,1,0,0,0,5612.329
378,5,0,0,0,c,1,0.0
865,3,624,1,1,0,0,6320.095
466,5,861,1,0,0,0,7290.9414
789,5,546,1,0,0,0,5092.0986
61,7,0,0,0,0,0,0.0
765,4,1068,1,1,0,0,9637.507
673,1,500,1,0,0,0,4607.6006
258,3,444,1,0,0,0,4315.05
740,3,499,1,1,0,0,5756.694
1080,1,764,1,0,0,0,6193.9116
918,5,661,1,1,0,0,6527.244
857,6,1004,1,0,0,0,8214.409
837,1,482,1,1,0,0,5495.7188
516,7,0,0,0,0,0,0.0
446,2,505,1,0,0,0,4616.1064
835,4,0,0,1,a,0,0.0
140,7,0,0,0,0,0,0.0
207,3,1584,1,1,0,0,13456.01
961,4,668,1,1,0,0,6431.3516
772,2,507,1,1,0,0,5663.841
1089,2,1050,1,1,0,0,10544.047
521,3,421,1,1,0,0,4951.9326
823,5,600,1,0,0,0,5525.115
436,6,426,1,0,0,0,4023.1663
483,7,0,0,0,0,0,0.0
215,2,333,1,0,0,0,3306.6309
109,5,802,1,0,0,0,6985.604
858,1,590,1,1,0,0,6660.333
425,4,501,1,1,0,0,5186.095
357,5,905,1,0,0,1,7529.4653
255,1,575,1,1,0,0,6781.3506
798,6,343,1,0,0,0,3283.7905
366,6,304,1,0,0,0,3127.4736
534,2,510,1,0,0,1,4744.8447
179,5,1176,1,1,0,0,10270.497
258,2,464,1,0,0,1,4431.2417
693,5,384,1,0,0,1,3841.388
999,4,685,1,1,0,1,7270.2134
834,6,492,1,0,0,0,4775.408
512,4,1410,1,0,0,1,7626.7397
818,2,662,1,1,0,0,7057.651
534,6,606,1,0,0,0,5746.9067
1084,2,1099,1,1,0,0,10595.237
34,2,861,1,0,0,0,6978.1772
101,4,686,1,0,0,0,5882.806
187,1,885,1,1,0,0,9471.928
20,1,1041,1,1,0,0,10796.685
828,7,0,0,0,0,0,0.0
434,1,823,1,1,0,1,9318.181
738,1,864,1,1,0,0,9707.961
351,5,569,1,1,0,0,6292.0474
1020,4,905,1,0,0,0,7017.159
86,7,0,0,0,0,0,0.0
266,3,573,1,1,0,0,6015.9746
608,5,1024,1,1,0,0,9329.616
708,5,493,1,1,0,1,5441.3584
734,3,605,1,1,0,0,6568.1997
776,7,0,0,0,0,0,0.0
1060,2,853,1,1,0,0,8382.24
182,2,507,1,1,0,0,5966.9565
542,3,431,1,0,0,0,4500.671
602,1,610,1,0,0,0,5456.732
101,4,777,1,1,0,0,7722.3433
784,7,0,0,0,0,0,0.0
679,7,0,0,0,0,0,0.0
535,4,793,1,0,0,1,6436.324
844,4,516,1,1,0,0,5353.092
595,7,0,0,0,0,0,0.0
25,6,1831,1,0,0,0,12691.663
416,3,1819,1,1,0,0,13901.646
539,4,966,1,0,0,0,7912.0327
77,3,642,1,1,0,0,6733.8223
641,2,493,1,0,0,0,4502.852
445,6,1201,1,0,0,0,9406.686
318,5,822,1,1,0,0,8099.2695
394,3,539,1,0,0,0,4977.574
761,5,1014,1,1,0,1,9143.947
706,2,578,1,1,0,0,6573.127
41,5,433,1,0,0,0,4384.744
894,1,958,1,0,0,1,8130.9556
169,6,801,1,0,0,0,7147.757
1012,1,0,0,0,a,0,0.0
310,4,868,1,1,0,0,8277.805
1003,3,847,1,1,0,0,7752.2007
970,3,429,1,1,0,0,4749.8716
239,5,627,1,1,0,0,6140.8574
998,1,647,1,1,0,0,7596.0996
278,5,692,1,0,0,0,6309.844
49,2,539,1,0,0,1,6000.3774
603,3,0,0,1,0,1,0.0
658,2,824,1,1,0,0,8408.944
1072,3,786,1,1,0,0,7693.7
1028,2,587,1,1,0,1,6359.4507
288,4,489,1,1,0,0,5456.8647
111,1,838,1,1,0,1,9405.22
581,2,703,1,1,0,0,7243.852
979,7,0,0,0,0,0,0.0
644,7,0,0,0,0,0,0.0
589,1,577,1,1,0,0,6846.186
295,2,619,1,0,0,0,5390.288
388,1,1586,1,1,0,0,15551.082
9,6,621,1,0,0,0,5736.781
445,4,1381,1,1,0,1,11349.321
204,4,445,1,0,0,1,4314.3657
296,1,1011,1,1,0,0,10326.728
497,7,0,0,0,0,0,0.0
481,1,523,1,1,0,0,6173.6084
1100,6,569,1,0,0,0,4832.876
588,6,614,1,0,0,0,5878.9316
290,2,918,1,1,0,1,8844.836
1107,4,635,1,0,0,1,5388.8237
1019,6,820,1,0,0,0,7194.7305
945,5,545,1,0,0,0,4711.303
770,7,0,0,0,0,0,0.0
1041,4,0,0,1,a,1,0.0
433,3,898,1,1,0,1,8495.438
190,2,738,1,1,0,0,7687.3267
843,3,962,1,1,0,1,9210.217
937,3,689,1,1,0,1,7149.312
333,7,0,0,0,0,0,0.0
302,3,337,1,1,0,0,3880.2805
329,7,0,0,0,0,0,0.0
1034,6,290,1,0,0,0,2679.1157
734,6,289,1,0,0,0,2800.2256
892,4,861,1,1,0,0,7989.0605
96,4,532,1,0,0,1,4893.1064
578,2,762,1,0,0,0,6108.528
593,3,1035,1,0,0,0,7921.0347
958,2,595,1,1,0,0,6199.5386
944,5,1135,1,1,0,1,8894.137
524,5,913,1,0,0,0,8435.857
311,1,1049,1,0,0,1,9195.2
501,3,615,1,1,0,1,6375.8193
1039,3,1233,1,1,0,1,11147.108
511,1,863,1,1,0,0,8954.612
58,4,594,1,1,0,0,6442.2207
963,5,717,1,0,0,1,5930.269
860,4,638,1,1,0,0,6236.919
114,1,515,1,0,0,0,4711.838
20,3,753,1,0,0,1,6379.2427
33,4,743,1,1,0,0,7577.532
255,2,621,1,1,0,0,6651.632
458,7,0,0,0,0,0,0.0
963,6,354,1,0,0,0,3192.5288
167,7,0,0,0,0,0,0.0
849,6,861,1,0,0,0,7443.2324
208,7,0,0,0,0,0,0.0
85,6,687,1,0,0,0,6261.5503
341,7,0,0,0,0,0,0.0
841,5,425,1,0,0,0,3941.956
234,3,787,1,0,0,0,6755.0884
333,7,0,0,0,0,0,0.0
78,7,0,0,0,0,0,0.0
764,7,0,0,0,0,0,0.0
5,7,0,0,0,0,0,0.0
547,6,688,1,0,0,0,6783.816
705,6,686,1,0,0,0,6581.5103
244,5,534,1,0,0,1,5062.124
513,3,1681,1,0,0,0,12207.755
894,6,753,1,0,0,0,6855.503
974,2,1806,1,1,0,0,14590.056
814,7,0,0,0,0,0,0.0
989,5,637,1,1,0,0,6239.202
135,7,0,0,0,0,0,0.0
425,1,590,1,1,0,0,6602.106
875,6,352,1,0,0,0,3285.726
914,7,0,0,0,0,0,0.0
1017,4,0,0,0,a,0,0.0
880,1,0,0,0,a,0,0.0
813,1,845,1,1,0,0,9330.69
374,1,1097,1,1,0,0,11389.491
883,3,417,1,0,0,1,3983.6948
348,4,665,1,0,0,1,6289.738
529,5,777,1,1,0,0,7999.8105
758,6,415,1,0,0,0,3766.016
698,6,1706,1,0,0,0,12020.32
1115,2,411,1,1,0,0,5751.7686
216,2,676,1,0,0,1,5784.406
753,7,0,0,0,0,0,0.0
736,1,641,1,1,0,1,7770.7803
229,5,653,1,0,0,0,6387.92
1078,6,438,1,0,0,0,4276.4834
715,4,688,1,1,0,0,7071.7695
748,2,344,1,0,0,1,3567.9922
202,7,0,0,0,0,0,0.0
626,5,922,1,1,0,0,8501.741
364,2,660,1,0,0,0,5789.897
791,6,831,1,0,0,0,7796.376
8,6,307,1,0,0,0,2796.233
33,1,932,1,1,0,0,10227.008
54,1,560,1,0,0,0,5282.9263
59,2,691,1,1,0,0,7685.759
681,1,431,1,0,0,1,3866.446
267,5,1510,1,0,0,0,10763.661
39,1,1046,1,1,0,0,11008.356
557,2,721,1,1,0,1,6929.695
1058,4,678,1,1,0,1,6769.208
99,1,431,1,0,0,0,4221.0347
641,4,560,1,0,0,0,5038.81
537,5,646,1,0,0,0,5671.453
198,5,493,1,1,0,1,5435.887
994,6,257,1,0,0,0,2201.857
1034,5,796,1,0,0,0,6857.343
1068,4,293,1,1,0,0,4113.358
264,3,837,1,0,0,0,6459.6763
427,2,829,1,1,0,1,8483.607
663,1,803,1,1,0,0,8997.651
452,2,438,1,0,0,0,4248.865
78,4,502,1,1,0,0,5350.5327
487,5,640,1,0,0,0,5834.748
960,3,614,1,1,0,0,6103.453
209,4,582,1,0,0,0,5185.453
506,5,794,1,0,0,0,6780.887
789,4,522,1,1,0,0,5378.2046
257,2,916,1,0,0,1,7428.553
367,1,520,1,0,0,0,5119.864
264,2,813,1,1,0,1,8234.305
464,3,1234,1,1,0,0,10493.053
459,5,1228,1,1,0,0,10398.874
841,3,411,1,0,0,0,3788.0
675,4,675,1,1,0,0,6600.1025
150,2,824,1,1,0,0,8773.334
808,5,585,1,0,0,0,5876.9863
4,2,1092,1,0,0,0,7674.9414
104,7,0,0,0,0,0,0.0
241,1,620,1,0,0,0,5410.2485
17,5,823,1,0,0,0,6879.2583
844,1,582,1,1,0,0,6595.053
1112,5,700,1,0,0,0,6635.6953
639,2,418,1,0,0,0,4107.534
968,1,1339,1,1,0,0,12746.255
329,6,429,1,0,0,0,4093.5818
365,2,571,1,1,0,0,6366.122
682,2,2045,1,1,0,0,14856.672
1084,5,810,1,1,0,0,7927.371
1107,4,590,1,0,0,0,5028.719
601,3,0,0,0,a,1,0.0
450,5,1138,1,1,0,1,9846.437
808,3,589,1,1,0,1,6688.6353
226,5,1038,1,1,0,0,9521.832
224,6,432,1,0,0,0,4379.542
364,2,592,1,0,0,0,5245.645
483,1,787,1,1,0,0,8749.425
536,6,0,0,0,a,0,0.0
346,5,857,1,1,0,0,8431.091
1010,3,618,1,0,0,0,5343.0166
927,5,774,1,1,0,0,7226.7207
476,3,670,1,1,0,0,6780.113
309,1,0,0,0,b,1,0.0
190,5,684,1,1,0,0,6939.11
1065,6,320,1,0,0,0,2877.8838
429,7,0,0,0,0,0,0.0
893,7,0,0,0,0,0,0.0
113,6,789,1,0,0,0,7133.951
184,6,486,1,0,0,0,4814.5195
885,4,862,1,1,0,1,8035.86
331,6,597,1,0,0,0,5715.5796
805,5,557,1,1,0,0,6293.86
379,4,432,1,0,0,0,4420.6714
454,5,0,0,0,a,1,0.0
780,6,263,1,0,0,0,2315.229
712,5,501,1,0,0,1,5141.001
876,7,0,0,0,0,0,0.0
675,3,0,0,0,c,1,0.0
1112,2,777,1,1,0,0,8449.8
645,1,1573,1,1,0,0,14178.9795
271,5,788,1,0,0,1,6549.2217
664,3,537,1,0,0,0,4813.712
680,1,823,1,0,0,0,6207.2075
534,4,503,1,1,0,0,5484.1675
3,5,965,1,0,0,0,7699.4263
877,1,1155,1,0,0,1,9753.048
674,4,898,1,0,0,0,7134.0796
396,4,1204,1,0,0,0,8924.297
931,6,251,1,0,0,0,2132.017
578,3,909,1,1,0,0,8399.328
409,5,467,1,0,0,0,4697.9717
206,6,498,1,0,0,0,4900.5356
108,6,1180,1,0,0,0,9326.489
760,7,0,0,0,0,0,0.0
922,5,750,1,1,0,0,7285.6333
1080,3,920,1,1,0,0,8621.321
845,7,0,0,0,0,0,0.0
1014,3,1417,1,1,0,0,12393.72
554,6,345,1,0,0,0,3258.3506
971,5,882,1,0,0,0,7106.6406
736,3,550,1,1,0,0,6298.4214
1113,3,617,1,0,0,0,5514.2095
345,6,313,1,0,0,0,3146.8008
358,1,974,1,0,0,0,7458.267
27,6,909,1,0,0,0,7988.5337
210,3,266,1,0,0,0,2640.7832
1087,6,530,1,0,0,0,5049.731
344,1,1258,1,0,0,1,10590.821
116,1,764,1,0,0,0,6338.746
385,4,0,0,0,a,0,0.0
139,2,402,1,0,0,0,4085.3262
837,3,274,1,1,0,0,3068.4019
151,6,642,1,0,0,0,6265.7295
325,5,727,1,1,0,0,7253.854
1096,7,0,0,0,0,0,0.0
255,5,595,1,1,0,0,6197.831
916,6,581,1,0,0,0,5553.3364
784,4,797,1,1,0,0,7760.471
632,5,807,1,0,0,0,7031.0903
391,1,950,1,1,0,0,10302.902
398,2,615,1,1,0,0,6845.9863
929,1,904,1,1,0,0,9368.304
294,1,946,1,0,0,0,7194.992
319,1,783,1,0,0,0,6316.6367
75,6,621,1,0,0,0,5981.982
178,5,943,1,0,0,0,7778.2144
779,4,807,1,1,0,0,7884.5166
737,2,1077,1,1,0,0,10279.478
305,5,502,1,1,0,0,5416.9497
454,6,257,1,0,0,0,2257.9355
218,5,693,1,1,0,0,6827.3687
820,3,1138,1,1,0,0,11081.86
898,1,1057,1,1,0,0,10065.1
125,4,1877,1,1,0,0,14839.605
829,4,808,1,1,0,0,7758.5874
451,6,482,1,0,0,0,4710.3125
78,2,519,1,1,0,0,5887.9097
301,7,0,0,0,0,0,0.0
781,2,670,1,0,0,0,5747.191
255,3,698,1,1,0,1,7088.452
450,7,0,0,0,0,0,0.0
132,3,603,1,1,0,0,6381.8237
704,2,1343,1,1,0,0,11811.906
956,4,512,1,0,0,0,4441.531
1105,1,425,1,0,0,1,4241.835
395,5,583,1,1,0,0,6253.704
224,2,342,1,0,0,0,3543.1746
291,6,456,1,0,0,0,4405.8345
86,3,673,1,1,0,0,6709.9453
963,4,1106,1,0,0,0,8351.776
246,2,1058,1,1,0,0,9537.106
846,4,786,1,1,0,0,7542.6133
476,3,560,1,0,0,0,4999.457
773,1,921,1,1,0,0,9803.668
1108,2,1101,1,1,0,0,11360.776
147,1,1199,1,1,0,0,11827.478
929,1,1015,1,0,0,0,7125.314
619,5,483,1,1,0,0,5305.996
719,7,0,0,0,0,0,0.0
131,5,614,1,1,0,0,6317.5566
502,6,1380,1,0,0,0,10150.276
1006,1,766,1,0,0,0,5868.583
120,2,558,1,0,0,0,5012.212
240,7,0,0,0,0,0,0.0
874,2,477,1,0,0,0,4435.89
190,1,695,1,0,0,0,5949.9136
790,7,0,0,0,0,0,0.0
1059,4,1106,1,1,0,0,9722.788
509,6,367,1,0,0,0,3696.2097
1057,3,592,1,1,0,0,6137.798
